両面価値;りょうめんかち;/(n) ambivalence/
明暗両面;めいあんりょうめん;/(n) (both) the bright and dark sides/
千両役者;せんりょうやくしゃ;/(n) great actor/eminent star/prima donna/leading (popular) figure/
両面作戦;りょうめんさくせん;/(n) operations (a strategy) on two fronts/two-pronged strategy/
度胸千両;どきょうせんりょう;/(n) being bold/daring/plucky/having a lot of guts/being quite nerveless/
人馬往来;じんばおうらい;/(n) the passage of people and horses/coming and going of people and horses/
失地回復;しっちかいふく;/(n) the recovery of lost territory/recovering (regaining) lost ground (one' former position)/fence-mending/
仮面浪人;かめんろうにん;/(n) college student who is merely marking time to get into a better college/
放浪生活;ほうろうせいかつ;/(n) (leading) a vagabond life/(leading) a wandering existence/
地下工作;ちかこうさく;/(n) underground activities/secret maneuvering/
浪花節的;なにわぶしてき;/(adj-na) of the old feeling of naniwa-bushi/marked by the dual themes of obligation and compassion that distinguish the naniwa-bushi ballads/
交際場裡;こうさいじょうり;/(n) social circles/the arena of (fashionable) society/
国際場裡;こくさいじょうり;/(n) the international arena/
競争場裡;きょうそうじょうり;/(n) an (the) arena of competition/
気力旺盛;きりょくおうせい;/(n,adj-na) being full of energy (drive, motivation, vitality)/
気力横溢;きりょくおういつ;"/(n) being full of vitality (energy)/in exuberant spirits; effervescent/ebullient/"
容赦会釈;ようしゃえしゃく;/(n) pardon/forgiveness/mercy/making allowances/
農民一揆;のうみんいっき;/(n) peasants' uprising/
黒物家電;くろものかでん;/(n) black goods/consumer electronics products/
白物家電;しろものかでん;/(n) white goods/large household appliances/
夏山冬里;なつやまふゆさと;/(n) pasturing cattle in summer and feeding them indoors during winter/
態度物腰;たいどものごし;/(n) attitude and demeanor/
明朗会計;めいろうかいけい;/(n) clear accounting/honest accounting (billing)/transparent billing practices (in restaurant and bar charges, etc.)/
大勢順応;たいせいじゅんのう;"/(n) conformism/following the crowd/swimming with the tide; me-tooism/"
喉元思案;のどもとじあん;/(n) superficial (shortsighted) way of thinking/half-baked (foolish, ill-advised) idea/
雲煙万里;うんえんばんり;/(n) limitless expanse of clouds and smoke/
昨日今日;きのうきょう;/(n) 1 yesterday and today/2 (something that happened) only yesterday (just recently)/
離村傾向;りそんけいこう;/(n) trend to move away from rural areas/rural depopulation/
幽体離脱;ゆうたいりだつ;/(n) out-of-body experience/
一家離散;いっかりさん;/(n,vs) the breakup (dispersal) of a family/
神仏分離;しんぶつぶんり;/(n) separation of Buddhism and Shintoism/
至近距離;しきんきょり;/(n) close range/point-blank range/
成田離婚;なりたりこん;/(n) Narita divorce/divorce case of a newlywed couple breaking up upon their return to Narita Airport from their honeymoon abroad/
祭政分離;さいせいぶんり;/(n) separation of church and state/separation of religious ritual and government administration/
知育偏重;ちいくへんちょう;/(n) too much intellectual training/overemphasis on intellectual education/
離散集合;りさんしゅうごう;/(n,vs) meeting and parting/gathering and scattering/alignment and realignment/alternating alliance and rupture/alternating cooperation and defection/
政教分離;せいきょうぶんり;/(n) separation of church and state/
反目嫉視;はんもくしっし;/(n,vs) jealousy and enmity/being jealous of and at odds with (each other)/
反骨精神;はんこつせいしん;"/(n) rebellious (unyielding) spirit/spirit of defiance; antiestablishment mindset/"
面白半分;おもしろはんぶん;/(n,adj-na) for fun/half in jest/just for the fun of it/
博識多才;はくしきたさい;/(n,adj-na) wide knowledge and versatile talents/profound learning and varied attainments/
博覧多識;はくらんたしき;/(n,adj-no) erudition and extensive knowledge/widely-read and well-informed/
内部犯行;ないぶはんこう;/(n) an inside job/
反俗精神;はんぞくせいしん;/(n) anticonventional spirit/spirit of resisting convention/
一字半句;いちじはんく;/(n) a single word/(not even) a word/(not even) a syllable/
価格破壊;かかくはかい;/(n) collapse in prices/market-destructive price-slashing (tactics)/
二枚目半;にまいめはん;/(n) comedian who plays a lover's part/
人倫退廃;じんりんたいはい;/(n) decline (decay, corruption) of ethical standards/
博学多識;はくがくたしき;/(n) erudition and extensive knowledge/
姓名判断;せいめいはんだん;/(n) fortunetelling based on writing or pronunciation of one's name/onomancy/
運勢判断;うんせいはんだん;/(n) fortune-tellling/
鼻先思案;はなさきしあん;/(n) (hanazakijian/hanasakishian)superficial (shortsighted) way of thinking/half-baked (foolish, ill-advised) idea/
破廉恥罪;はれんちざい;/(n) infamous crime/disgraceful offense/
花形役者;はながたやくしゃ;/(n) leading actor/star actress/top-billed performer/
太陰崇拝;たいいんすうはい;/(n) moon worship/
顔面蒼白;がんめんそうはく;/(n) one's face turning pale (ashen)/the color being drained from one's face/
四半世紀;しはんせいき;/(n) quarter of a century/quarter century/
廃合整理;はいごうせいり;/(n) reorganization/restructuring/
六波羅蜜;ろくはらみつ;/(n) (rokuharamitsu/ropparamitsu)the six virtues (perfections) a Buddha Elect practices to attain supreme enlightenment/
軽薄才子;けいはくさいし;/(n) shallow, glib and obsequious person/
破廉恥漢;はれんちかん;/(n) shameless man/knave/
線香花火;せんこうはなび;/(n) small sparklers which resemble incense sticks/something that flickers and fizzles out/flash in the pan/
破壊工作;はかいこうさく;/(n) subversive activities/
破壊分子;はかいぶんし;/(n) subversive/subversive element/
指名手配;しめいてはい;/(n,vs) search for a named suspect/
再従兄弟;はとこ;/(n) second cousin/
早口言葉;はやくちことば;/(n) tongue twister/speaking rapidly/
大陸浪人;たいりくろうにん;/(n) prewar Japanese adventurer (political activist) in mainland China/
刃物三昧;はものざんまい;/(n,vs) engaging in a knife fight/creating a ruckus using an edged tool/
箱物行政;はこものぎょうせい;/(n) government (public policy) focusing on the construction of public (community) buildings/
廃藩置県;はいはんちけん;/(n) abolition of feudal domains and establishment of prefectures (1871)/
背反行為;はいはんこうい;"/(n) act of disobedience (betrayal)/violation/breach; infraction/infringement/"
半睡半醒;はんすいはんせい;/(n) half asleep and half awake/
半知半解;はんちはんかい;/(n) superficial knowledge/half knowledge/smattering/
派閥均衡;はばつきんこう;"/(n) balance of power among factions (within a political party); factional balance/"
派閥抗争;はばつこうそう;/(n) factional infighting (conflict)/antagonism between factions/
派閥人事;はばつじんじ;/(n) faction-based personnel appointment/
一番風呂;いちばんぶろ;/(n) freshly drawn bath/(taking) a bath before anyone else/
鼻先分別;はなさきふんべつ;/(n) superficial (shortsighted) way of thinking/half-baked (foolish, ill-advised) idea/
半跏趺坐;はんかふざ;/(n) (sitting in) the half lotus position (in Zen meditation)/
白昼堂々;はくちゅうどうどう;/(adj-no,adj-t,adv-to) openly (unashamedly) in broad daylight/
白昼公然;はくちゅうこうぜん;/(adj-t,adv-to) openly and in broad daylight/
随伴現象;ずいはんげんしょう;/(n) a concomitant (an accompanying) phenomenon/
反省材料;はんせいざいりょう;/(n) matters (issues) that need be reconsidered (reflected on)/
破顔大笑;はがんたいしょう;/(n,vs) break into a hearty laugh/
反対勢力;はんたいせいりょく;/(n) forces of opposition/opposing forces/counterforce/
迫力満点;はくりょくまんてん;/(n) full impact/packing a punch/
波乱曲折;はらんきょくせつ;/(n) very involved and troublesome situation/complicated twists and turns/
五言律詩;ごごんりっし;/(n) poem of eight lines, each of five (Chinese) characters/
七言律詩;しちごんりっし;/(n) poem of eight lines, each of seven (Chinese) characters/
馬鹿律儀;ばかりちぎ;/(n,adj-na) honest and straightforward to a fault/
飛石連休;とびいしれんきゅう;/(n) a series of holidays with one or two workdays in between/
連立政権;れんりつせいけん;/(n) coalition government (cabinet)/
連綿不断;れんめんふだん;/(n,adj-no) long and uninterrupted (unbroken)/
対立感情;たいりつかんじょう;/(n) feeling of antipathy (rivalry)/antagonistic sentiment/
対立概念;たいりつがいねん;/(n) the exact opposite concept (idea)/the antithesis/
内部対立;ないぶたいりつ;/(n) internal strife/internal struggle/
立会演説;たちあいえんぜつ;/(n) (public) debate (between candidates)/
立身栄達;りっしんえいたつ;/(n,vs) success in life/advancement in life/rising in the world/
対立関係;たいりつかんけい;"/(n) confrontational relationship/(being) at loggerheads (with); antagonism/"
不羈独立;ふきどくりつ;/(n) free and independent/
対立意見;たいりついけん;/(n) conflicting (opposite, contrasting) opinion/antagonistic view/
絶対安静;ぜったいあんせい;/(n) complete bed rest/complete rest and quiet/
乱脈経営;らんみゃくけいえい;/(n) chaotic (irresponsible) management of a company/
神経過敏;しんけいかびん;/(n,adj-na) oversensitive/high-strung/jumpy/being all nerves/
対外関係;たいがいかんけい;/(n) foreign (international) relations/diplomacy/external affairs/
軍紀弛緩;ぐんきちかん;/(n) lack of (slackness in) military discipline/demoralization/
満面笑顔;まんめんえがお;/(n) with one's face beaming with joy/smiling from ear to ear/
笑顔千両;えがおせんりょう;/(n) beautiful smile/there being a great charm about one's smile/
反対給付;はんたいきゅうふ;/(n) benefit in return (for)/a consideration/compensation (for)/quid pro quo/
時差出勤;じさしゅっきん;/(n) staggered working hours/flextime/flexitime/
帯出禁止;たいしゅつきんし;/(exp,n) Not to be taken out./Reference Only./
同伴出勤;どうはんしゅっきん;/(n,vs) (a bar hostess) coming to work accompanied by a customer/
重役出勤;じゅうやくしゅっきん;/(n,vs) flexible working hours of the higher-ups/(humorously or sarcastically) go (come) to work late as if one were an executive/
対決姿勢;たいけつしせい;/(n) confrontational attitude (stance, posture)/
全面対決;ぜんめんたいけつ;/(n,vs) all-out (frontal, total) confrontation/
励声叱咤;れいせいしった;/(n,vs) cries of encouragement/shouting encouragement/
整形美人;せいけいびじん;/(n) a plastic-surgery beauty/
学者貧乏;がくしゃびんぼう;/(n,exp) Good scholars are seldom rich./
王手飛車;おうてびしゃ;/(n) forking the rook while checking the king/
散歩日和;さんぽびより;/(n) ideal weather for a walk/
豊作貧乏;ほうさくびんぼう;"/(n) impoverishment of farmers because of a bumper harvest; decline in farmers' income caused by the sharply lower farm prices as a result of bumper harvests/"
官紀紊乱;かんきびんらん;/(n) laxity in official discipline/civil service corruption/
綱紀紊乱;こうきびんらん;/(n) laxity in official discipline/public order being in disarray/
字引学問;じびきがくもん;/(n) merely knowing the meanings of a large number of individual words/superficial learning/
縁者贔屓;えんじゃびいき;/(n) nepotism/
恵比寿顔;えびすがお;/(n) smiling (beaming) face/
性格美人;せいかくびじん;/(n) woman with a wonderful personality/
性格描写;せいかくびょうしゃ;/(n) character portrayal/characterization/
男女平等;だんじょびょうどう;/(n) equality of (between) the sexes/
貧乏所帯;びんぼうじょたい;/(n) needy household/small housekeeping/establishment experiencing rough going financially/
病気見舞;びようきみまい;/(n) get-well card (gift, letter)/visit to (inquiry after) a sick person/
経国済民;けいこくさいみん;/(n) governing a nation and providing relief to people/
登校拒否;とうこうきょひ;"/(n,vs) refusal to go to school/school rejection syndrome; schoolphobia/"
対抗意識;たいこういしき;/(n) (a sense of) rivalry/competitive spirit/
善後対策;ぜんごたいさく;/(n) remedial measure/preventive measure/the best way to cope with (meet) the situation/
火事見舞;かじみまい;/(n) post-fire visit to express sympathy/expressing one's sympathy after a fire/
無双仕立;むそうじたて;/(n) making a piece of clothing with the same cloth inside and out/making a kimono with lining of the same fabric/
学歴偏重;がくれきへんちょう;/(n) overstressing academic background/
引込思案;ひっこみじあん;/(adj-na,adj-no,n) reserved/withdrawn/introvert/reticent/
後手必敗;ごてひっぱい;/(exp,n) Defeat is inevitable for one who goes second./Being slow to take action inevitably leads to defeat./
文武百官;ぶんぶひゃっかん;/(n) all the officials, both military and civil/
武芸百般;ぶげいひゃっぱん;/(n) every martial art/all the martial arts/
百人一首;ひゃくにんいっしゅ;"/(n) One Hundred Tanka Poems by One Hundred Celebrated Poets; (playing) cards of one hundred famous poems/"
非難合戦;ひなんかっせん;/(n,vs) (engage in a round of) mutual criticism/repeatedly attack each other/
必須条件;ひっすじょうけん;/(n) necessary (essential) condition/sine qua non/indispensable requirement/
必勝不敗;ひっしょうふはい;/(n) certain victory/sure victory/invincibility/
秘密結社;ひみつけっしゃ;/(n) secret society/underground organization/
貧血気味;ひんけつぎみ;/(n) tending to anemia/being somewhat anemic/
必要次第;ひつようしだい;/(n,adv) as necessary (needed)/if necessary (needed)/
必要条件;ひつようじょうけん;/(n) necessary condition/sine qua non/necessary requirement/
悪逆非道;あくぎゃくひどう;"/(n,adj-na) heinous/treacherous/atrocious/diabolic/fiendish; inhuman/"
品性下劣;ひんせいげれつ;/(n,adj-na) of low (mean, inferior) character/
守秘義務;しゅひぎむ;/(n) duty of confidentiality/confidentiality (secrecy) obligation/
造言飛語;ぞうげんひご;/(n) false rumors/wild rumors/groundless rumors/
百点満点;ひゃくてんまんてん;/(n) (getting a) perfect score/scoring 100/grading students on a scale of one hundred/doing perfectly (in a test)/leaving nothing to be desired/
貴賤貧富;きせんひんぷ;/(n) high and low, and rich and poor/
自己肥大;じこひだい;/(n) self-aggrandizement/self-glorification/something becoming large by feeding upon itself/
全面否定;ぜんめんひてい;/(n,vs) complete (total) denial/denying totally (flatly, outright)/
人手不足;ひとでぶそく;/(n) labor shortage/
一人相撲;ひとりずもう;/(n) fighting (tilting at) windmills/working oneself up even though there really isn't anything to fight at/
一人舞台;ひとりぶたい;"/(n) performing solo (by oneself)/having the stage to oneself; being in sole command/eclipsing (outshining) the others/field of activity in which one is unrivaled/"
二百十日;にひゃくとおか;"/(n) the 210th day (from the first day of spring according to the lunar calendar)/the ""storm day""/"
一人一人;ひとりひとり;/(hitorihitori/hitoribitori) (n-adv,n-t) one by one/one at a time/one after another/from person to person/depending on the individual/each and every person/
一齣一齣;ひとこまひとこま;/(n-adv,n) frame by frame/every frame/
一人二役;ひとりふたやく;/(n) double role/one person playing two roles/wearing two hats/
日毎夜毎;ひごとよごと;/(n-adv,n-t) every day and every night/day after day/daily/
貧富貴賤;ひんぷきせん;/(n) rich and poor, high and low/people of all ranks/
悲恋物語;ひれんものがたり;/(n) tragic love story/tale of tragic love/
是非判断;ぜひはんだん;/(n) discrimination of right and wrong/distinguishing between right and wrong/
拒否反応;きょひはんのう;/(n) adverse reaction/negative response to/strong reaction (against)/
批判材料;ひはんざいりょう;/(n) elements deserving criticism/material used to criticize someone (something)/
贔屓贔屓;ひいきびいき;/(n) each person supporting (patronizing) his (her) own favorite/
誹謗中傷;ひぼうちゅうしょう;/(n,vs) slander/calumny/
剽悍無比;ひょうかんむひ;/(adj-na,adj-no,n) as fierce and nimble as any/daring and agile without equal/
百姓一揆;ひゃくしょういっき;/(n) peasants' uprising/
疑問氷解;ぎもんひょうかい;/(n) one's doubts being cleared away (dispelled, resolved)/
表敬訪問;ひょうけいほうもん;/(n,vs) courtesy call (visit)/
費用一切;ひよういっさい;/(n) all expenses/
左右対称;さゆうたいしょう;/(n,adj-no) bilateral symmetry/
艶笑小話;えんしょうこばなし;/(n) amorous anecdote (conte)/
対人感覚;たいじんかんかく;/(n) feelings toward other people/sensitivity to other people's feelings/feelings one gives to other people through interpersonal relationships/
神経衰弱;しんけいすいじゃく;/(n) nervous (emotional) breakdown/
対人関係;たいじんかんけい;/(n) personal relations (relationships)/relation(ship)s with (other) people/interpersonal relation(ship)s/interhuman relations/
歳々年々;さいさいねんねん;/(n,adv) annually/every year/year in and year out/from year to year/
猛烈社員;もうれつしゃいん;/(n) gung-ho organization (corporate) man (woman)/go-getter worker/hard-driving worker/
藍衣社員;らんいしゃいん;/(n) blue-collar/blue-collar worker (employee)/
幽霊社員;ゆうれいしゃいん;/(n) bogus (phantom) employee/
養子縁組;ようしえんぐみ;/(n) adoption/
心外千万;しんがいせんばん;/(adj-na) be totally upset (by)/be completely nonplused (by)/be mortified (at)/feel aggrieved (at)/find (it) highly regrettable/
無礼千万;ぶれいせんばん;/(adj-na) extremely rude (impertinent, impolite)/
奇怪千万;きかいせんばん;"/(adj-na) (kikaisenban/kikkaisenban)very strange (mysterious, weird)/bizarre/monstrous; outrageous/"
乱売合戦;らんばいかっせん;/(n) price war/cutthroat competition/
効果抜群;こうかばつぐん;/(adj-na,adj-no,n) exceptionally effective/exceptional effectiveness/
人気抜群;にんきばつぐん;/(adj-na,adj-no,n) outstandingly popular/overwhelming popularity/
馬鹿野郎;ばかやろう;/(int,n) (You) idiot! (stupid!)/idiot/fool/moron/stupid/
地盤沈下;じばんちんか;/(n) (1) land subsidence/(2) a decline in influence, popularity, etc./
売名行為;ばいめいこうい;/(n) act of self-advertisement/publicity stunt/
馬鹿慇懃;ばかいんぎん;/(n,adj-na) overdone politeness/polite to a fault/feigned politeness/
総花政策;そうばなせいさく;/(n) all-around policy/please-everyone policy/
爆弾宣言;ばくだんせんげん;/(n) bombshell announcement (declaration)/
五人囃子;ごにんばやし;/(n) five court-musician dolls at the Girls' Festival (March 3)/
役者馬鹿;やくしゃばか;/(n) good actor who is inept in all other matters/demon for acting who is utterly indifferent to all other concerns and knows but little of the ways ofperson who excels in one occupation (profession) but lacks simple common sense/person who excels in one occupation (profession) but lacks simple common sense/
大馬鹿者;おおばかもの;/(n) great (utter) fool/complete idiot/absolute moron/
裁判沙汰;さいばんざた;/(n) law suit/litigation/court fight/legal wangle/
支持基盤;しじきばん;/(n) one's support (power) base/the base of one's support in an electorate/
専門馬鹿;せんもんばか;/(n) person who is ignorant outside his field/
千古万古;せんこばんこ;/(n) remote antiquity/ancient times/the remote past/
馬鹿高値;ばかたかね;/(n) ridiculously high price/
馬鹿安値;ばかやすね;/(n) ridiculously low price/
学者馬鹿;がくしゃばか;/(n) scholar who knows but little of the ways of the world/
機械馬鹿;きかいばか;/(n) skilled engineer (mechanic) who is clumsy in all other matters/person who gets a great kick out of tinkering with anything mechanical/
雨傘番組;あまがさばんぐみ;/(n) substitute for a scheduled live broadcast of a sporting event that was rained out/
四方山話;よもやまばなし;/(n) talk about various topics/chatting about all sorts of things/
此処一番;ここいちばん;/(n) the crucial moment/the moment of truth/a do-or-die situation/a crucial juncture (stage)/
場外取引;ばがいとりひき;/(n) over-the-counter trading (transactions)/OTC trading/
黒田売買;くろたばいばい;/(n) dealing in rice speculating on the year's harvest before seedlings are set out/
白田売買;しろたばいばい;/(n) dealing in rice speculating on the year's harvest while the paddies are still covered with snow/
青田売買;あおたばいばい;/(n) dealing in unharvested rice crop/
買収工作;ばいしゅうこうさく;/(n) bribery scheme/acquisition maneuver/
相場操縦;そうばそうじゅう;/(n) market manipulation/market rigging/
捨万求一;しゃばんきゅういつ;/(n,vs) pursuing one overriding objective while forsaking all the others/
総花主義;そうばなしゅぎ;/(n) the principle of pleasing everyone/make-everybody-happy policy/
万国共通;ばんこくきょうつう;/(n,adj-no) worldwide/common to the whole world/universal/
千態万状;せんたいばんじょう;/(n) an endless variety of forms/multifariousness/
一番勝負;いちばんしょうぶ;/(n) contest decided by a single round (bout)/contest decided by a single roll of dice/one-shot game (contest)/make-or-break game/
算盤勘定;そろばんかんじょう;/(n) counting on the abacus/cost-benefit (profitability) calculation/
地場産業;じばさんぎょう;/(n) local industry/
三番勝負;さんばんしょうぶ;/(n) three-game match/three-bout contest/a rubber (in a card game)/
伴食大臣;ばんしょくだいじん;/(n) incompetent cabinet minister/figurehead minister/
千種万様;せんしゅばんよう;/(adj-na,adj-no,n) an infinite variety/multifarious/being extremely varied and wide-ranging/
千態万様;せんたいばんよう;/(n) an endless variety of forms/multifariousness/
舌禍事件;ぜっかじけん;/(n) scandal (trouble) caused by a slip of the tongue/
杓子果報;しゃくしかほう;/(n,adj-na) coming by ample servings of delicious food/being blessed with good fortune/
筆禍事件;ひっかじけん;/(n) troubles brought on by what one has written/incident occasioned by a serious slip of the pen/
接客業務;せっきゃくぎょうむ;/(n) customer relations/serving (helping, attending to, waiting on) customers/
前衛芸術;ぜんえいげいじゅつ;/(n) avant-garde art/
会社人間;かいしゃにんげん;/(n) company (organization) man (person)/corporate soldier/
臣籍降下;しんせきこうか;/(n) (of members of the Imperial family) becoming a commoner/to be reduced from royal status to that of a commoner/
拝金主義;はいきんしゅぎ;/(n) money worship/mammonism/
社交上手;しゃこうじょうず;/(n,adj-na) social ease (facility, skills)/being a good mixer/
尋常茶飯;じんじょうさはん;"/(adj-na,adj-no,n) everyday occurrence/commonplace of life; nothing out of the ordinary/"
様子次第;ようすしだい;/(n) according to circumstances/depending on the state of things/according to how the situation develops/
突貫工事;とっかんこうじ;/(n) rush work/crash job/construction at top speed/
不可能事;ふかのうじ;/(n) an impossibility/
退勢挽回;たいせいばんかい;/(n) restoring the declining fortunes/recovering from the discouraging situation/reversing the downward trend/
不穏分子;ふおんぶんし;/(n) disruptive element/troublemaker/dissident/
役者稼業;やくしゃかぎょう;/(n) stage career/acting career/
行楽日和;こうらくびより;/(n) ideal weather for an outing/
風味絶佳;ふうみぜっか;/(n,adj-na) delicious flavor/superb taste/
風光絶佳;ふうこうぜっか;/(n,adj-na) scenic beauty/scenery being beautiful beyond description/
話題沸騰;わだいふっとう;/(n) being much talked about/creating a stir/being the talk of town/
議論沸騰;ぎろんふっとう;/(n,vs) discussion (argument) becoming heated/debate being in a ferment/
人気沸騰;にんきふっとう;/(n,vs) (enjoy) tumultuous (tremendous, overwhelming) popularity/
善悪不二;ぜんあくふに;/(exp,n) Good and evil are but two faces of the same coin./
譜代相伝;ふだいそうでん;/(n) hereditary succession/
父祖伝来;ふそでんらい;/(n,adj-no) hereditary/patrimonial/handed down from generation to generation/
複雑奇怪;ふくざつきかい;/(n,adj-na) complex and mysterious (bizarre)/complicated and inscrutable/
一日二日;いちにちふつか;/(n,adv) a day or two/
複雑微妙;ふくざつびみょう;/(n,adj-na) complex and subtle (delicate)/
複雑多様;ふくざつたよう;/(n,adj-na) complex and multifarious/
分不相応;ぶんふそうおう;/(n,adj-na) inappropriate to one's lot in life/beyond one's means or position/above one's station (circumstances)/
形勢不利;けいせいふり;/(n,adj-na) situation (turn of events) being unfavorable (disadvantageous)/
狷介不羈;けんかいふき;/(n,adj-na) stubbornly sticking to one's own convictions/being stubbornly independent/
論旨不明;ろんしふめい;/(n,adj-na) the point of an argument being unclear/the tenor of an argument being poorly reasoned/
千古不滅;せんこふめつ;/(n,adj-no) everlasting/eternal/immortal/unchangeable/
千載不磨;せんざいふま;/(n,adj-no) still remaining after a thousand years/immortal/
一文不知;いちもんふち;/(n,adj-no) total illiteracy/
社内不倫;しゃないふりん;/(n) adulterous love affair with someone at work/
興奮気味;こうふんぎみ;/(n) being somewhat excited (agitated)/
気候風土;きこうふうど;/(n) climate and natural features (of a region)/
風土気候;ふうどきこう;/(n) climate and natural features (of a region)/
真偽不明;しんぎふめい;/(n) dubious/doubtful/of unknown authenticity/
安否不明;あんぴふめい;/(n) fate (safety) of a person (persons) being unknown/
鴛鴦夫婦;おしどりふうふ;/(n) loving couple/happily married couple (who are always together)/
千古不磨;せんこふま;/(n) permanence/immortality/eternity/
不倫相手;ふりんあいて;/(n) person with whom one is having an illicit love affair/
政治風土;せいじふうど;/(n) political climate/
巫山雲雨;ふざんうんう;/(n) sexual liaison/
役者風情;やくしゃふぜい;/(n) (the likes of) a mere actor/
精神風土;せいしんふうど;/(n) the spiritual climate/
台風銀座;たいふうぎんざ;/(n) the typhoon Ginza/the area (of Japan) where typhoons frequently pass/
畏怖嫌厭;いふけんえん;/(n,vs) feelings of dread and aversion/
付和随行;ふわずいこう;/(n,vs) participating in something by merely following the leaders/
二言三言;ふたことみこと;/(n) a few words/
二従兄弟;ふたいとこ;/(n) second cousin/
不届千万;ふとどきせんばん;/(adj-na) very rude (insolent)/extremely reprehensible/outrageous/
不平分子;ふへいぶんし;/(n) discontented element/discontented (grumbling) member/
不平不満;ふへいふまん;/(n) discontent and grumbling/complaints/gripes/dissatisfaction/
俗気芬々;ぞくけふんぷん;/(adj-t,adv-to) of low (vulgar) taste/lacking class/
風紀退廃;ふうきたいはい;/(n) decay (decline, corruption) of public morals/moral decadence/
不和反目;ふわはんもく;/(n) discord and hostility/feud/
風俗犯罪;ふうぞくはんざい;/(n) offense against public morals/morals offense/vice crime/
奮起一番;ふんきいちばん;"/(n) bracing oneself up to action, being inspired by something; getting down to work, putting heart and sotackling (a job) with gusto/tackling (a job) with gusto/"
節目節目;ふしめふしめ;/(n) critical juncture/turnning point/new phase (of one's life)/
風俗画風;ふうぞくがふう;/(n) (of the) genre painting style/(of the) style of painting that depicts people's customs and manners/(of the) type of painting that denotes the life of ordinary people/
夫婦養子;ふうふようし;/(n) adopting a married couple/a married couple adopted into the family/
不定愁訴;ふていしゅうそ;/(n) general malaise/unidentified complaint/
風俗習慣;ふうぞくしゅうかん;/(n) manners and customs/customs and habits/
不法侵入;ふほうしんにゅう;/(n,vs) intrusion/forcible entry/trespassing/
譜代大名;ふだいだいみょう;/(n) daimyo in hereditary vassalage to the Tokugawas/hereditary daimyo (whose ancestors supported Tokugawa Ieyasu prior to the battle of Sekigahara)/
不良仲間;ふりょうなかま;/(n) gang of hoodlums (hooligans)/bad company/companion in gang activities/
風俗小説;ふうぞくしょうせつ;/(n) light novel depicting social customs and manners of the day/
福祉商法;ふくししょうほう;/(n) (unscrupulous) business practices based on an appeal to one's social conscience/(unscrupulous) sales methods used by someone falsely claiming to represent a charitable (social welfare) organization/
不良交友;ふりょうこうゆう;/(n) getting mixed up with the wrong people/getting into bad company/
不器用者;ぶきようもの;/(n) clumsy person/bungler/botcher/person with no particular talents/
役者気質;やくしゃかたぎ;/(n) characteristic temperament (spirit) of an actor/
不義密通;ふぎみっつう;/(n) adultery/infidelity/
不許複製;ふきょふくせい;/(exp) All rights reserved./Duplication (Copying) prohibited./
行儀見習;ぎょうぎみならい;/(n) learning good manners through apprenticeship (to an upper-class family)/
待遇改善;たいぐうかいぜん;/(n) improvement of labor (working) conditions/a salary increase/
不屈不撓;ふくつふとう;/(n) indefatigability/indomitableness/with unremitting tenacity/
不遇時代;ふぐうじだい;/(n) one's dark days/the period during which one suffered misfortune and obscurity/
政策不況;せいさくふきょう;/(n) policy-induced slump/stagnation resulting from poor economic policies/
人気稼業;にんきかぎょう;/(n) popular occupation/occupation largely dependent on public favor/
浮草稼業;うきぐさかぎょう;/(n) precarious trade/unstable occupation/itinerant trade/
漸落市況;ぜんらくしきょう;/(n) sagging market/
少壮血気;しょうそうけっき;/(n,adj-no) young and hot-blooded (impetuous)/
白紙還元;はくしかんげん;/(n,vs) be returned (sent back) to the drawing board/
待合政治;まちあいせいじ;/(n) teahouse politics/back-room political dealings/
壮行試合;そうこうじあい;/(n) send-off game (match)/
都合次第;つごうしだい;/(n) depending on the (one's) situation (circumstances)/at one's pleasure/
股座膏薬;またぐらごうやく;/(n) a double-dealer/a timeserver/moving back and forth between two sides in a conflict/
人間不在;にんげんふざい;/(n) being devoid of consideration for human beings/
実力行使;じつりょくこうし;/(n,vs) use (employment) of force/recourse to arms/resort to violence/
役者子供;やくしゃこども;/(n) skilled actor who is like a child offstage/good actor who knows but little of the ways of the world/
七不思議;ななふしぎ;/(n) the seven wonders/
悪行三昧;あくぎょうざんまい;/(n) committing every evil/being given to evil ways/following the path of evil/
酷寒猛暑;こっかんもうしょ;/(n) bitter cold and fierce heat/
一所不住;いっしょふじゅう;/(n) vagrancy/transient lifestyle/itinerant life/being without a fixed abode/
不純分子;ふじゅんぶんし;/(n) dissident (discontented) element/
場外市場;ばがいしじょう;/(n) over-the-counter market/OTC market/
姓名不詳;せいめいふしょう;/(n,adj-no) unidentified/name unknown/
不祥事件;ふしょうじけん;/(n) disgraceful incident/scandalous affair/untoward (deplorable) event/
行商稼業;ぎょうしょうかぎょう;/(n) the peddling trade/
大尽振舞;だいじんぶるまい;/(n,vs) royal treatment/entertain someone extravagantly/
半身不随;はんしんふずい;/(n) paralyzed on one side/partial paralysis/hemiplegia/
不真面目;ふまじめ;/(n,adj-na) lack of sincerity (seriousness)/insincere/flippant/
不審人物;ふしんじんぶつ;/(n) a suspicious character (person, figure)/
人間不信;にんげんふしん;/(n) distrust of (other) human beings/
不心得者;ふこころえもの;/(n) imprudent fellow/misguided person/wrongheaded people/
成績不振;せいせきふしん;/(n) poor (academic) performance/poor (business) results (showing)/
